file_id,tipo,forma,año,autor/a,tema,keywords,path_original,Crecimiento Balanceado,Crecimiento Endógeno,Crecimiento de Largo Plazo,Convergencia Absoluta,Convergencia Condicional,Desarrollo Económico,Modelo AK,Modelo de Ramsey,Modelo de Solow-Swan,Modelo de Uzawa-Lucas,Acelerador Flexible,Ajuste Abultado (Lumpy Adjustment),Capital Físico,Capital Humano,Costo de Usuario del Capital,Costos de Ajuste (Convexos / No Convexos),Costos Fijos de Ajuste,Inversión,Irreversibilidad Parcial,Modelo de Calvo,Modelo Neoclásico de Inversión,Modelos Ss,Stock de Capital,Teoría de la q de Tobin,Teoría del Acelerador,Ahorro por Precaución,CAPM-Consumo,Consumidores Hand-to-Mouth,Consumo,Descuento Hiperbólico (Present Bias),Equivalencia Ricardiana,Hipótesis del Ingreso Permanente (PIH),Propensión Marginal a Consumir,Puzzle del Riesgo Accionario,Restricciones de Liquidez,Suavizamiento del Consumo,Tasa de Ahorro,Teoría del Ciclo de Vida (LCT),Condición de No Flojeo (NSC),Curva de Beveridge,Desempleo Involuntario,Estrechez del Mercado Laboral,Función de Pareo (Matching),Modelo de Mortensen-Pissarides (DMP),Modelo de Shapiro-Stiglitz,Monitoreo Imperfecto,Salarios de Eficiencia,Vacantes,Bienes Intermedios (Variedad de Productos),Destrucción Creativa,Difusión Tecnológica,Economía de las Ideas,I+D (Investigación y Desarrollo),Innovación,Modelo de Romer (1990),Modelos Schumpeterianos,Patentes,Productividad Total de los Factores (PTF),Progreso Tecnológico,Spillovers de Conocimiento,Tecnología (Harrod/Hicks Neutral),Acelerador Financiero,Asimetrías de Información,Bienes Públicos Productivos,Capacidad del Estado,Colateral,Contrato de Deuda,Fricciones Financieras,Flujo de Caja,Gasto Público,Impuestos (Corporativos / Suma Alzada),Instituciones,Poder de Mercado / Monopolio,Racionamiento del Crédito,Riesgo Moral,Selección Adversa,Subsidios (Inversión / I+D),Suavizamiento de Impuestos (Tax Smoothing),Teorema de Modigliani-Miller,Verificación de Estado Costosa,Camino Aleatorio (Random Walk),Condición de Transversalidad,Condiciones de Inada,Diagramas de Fase,Ecuación de Bellman,Ecuación de Euler,Equilibrio (Competitivo / Descentralizado),Equilibrio Centralizado (Planificador Social),Estado Estacionario,Expectativas Racionales,Filtro Hodrick-Prescott (HP),Función de Impulso-Respuesta (IRF),Operador de Rezago,Procesos ARIMA,Series de Tiempo,Volatilidad
94,Practico,clase,2021,Eduardo Engel,"['Equivalencia Ricardiana', 'Suavizamiento del Consumo', 'Puzzle del Riesgo Accionario', 'Teoría de la q de Tobin', 'Stock de Capital', 'Inversión']","['ENECO 630', 'Equivalencia Cierta', 'Exceso de suavizamiento del consumo', 'Modelo de equivalencia cierta', 'q de Tobin', 'Mercado inmobiliario', 'Diagrama de fase', 'Saddle path', 'Costos de invertir']",./data/macroeconomia/2021/Luis Céspedes/Clases/La Economía de las Ideas.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Practico,clase,2021,Eduardo Engel,"['Costos de ajuste (Convexos / No Convexos)', 'Modelo de Calvo', 'Modelo de Ramsey', 'Diagrama de fase', 'Equivalencia Ricardiana', 'Ahorro por Precaución', 'Descuento Hiperbólico (Present Bias)']","['Modelo q', 'Diagrama de fase', 'Equivalencia cierta', 'Ahorro por precaución', 'Descuento Hiperbólico (Present Bias)', 'Costos de ajuste cuadráticos', 'Modelo de Calvo', 'Camino aleatorio (Random Walk)', 'Ecuación de Euler', 'Costos fijos de ajuste', 'Irreversibilidad Parcial']",./data/macroeconomia/2021/Luis Céspedes/Clases/Clases_Ramsey.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Teoria,clase,2021,Eduardo Engel,['Series de Tiempo'],"['Expectativas racionales', 'AR(1)', 'AR(p)', 'MA(1)', 'MA(q)', 'ARMA(1,1)', 'ARMA(p,q)', 'Procesos ARIMA', 'Estacionariedad', 'Estacionariedad débil', 'Estacionariedad fuerte', 'Proceso integrado de orden 1', 'Proceso integrado de orden 2', 'I(0) process', 'I(1) process', 'I(2) process', 'ARIMA(p,1,q)', 'ARIMA(p,2,q)', 'Random Walk', 'Función de Impulso-Respuesta (IRF)', 'Momentos de un proceso de series de tiempo', 'Filtro Hodrick-Prescott (HP Filter)']",./data/macroeconomia/2021/Luis Céspedes/Clases/Modelo AK.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,Teoria,clase,2021,Eduardo Engel,"['Capital Físico', 'Capital Humano', 'Costo de Usuario del Capital', 'Inversión', 'Modelo Neoclásico de Inversión', 'Stock de Capital', 'Teoría del Acelerador', 'Ajuste Abultado (Lumpy Adjustment)', 'Costos de Ajuste (Convexos / No Convexos)', 'Cambios en inventarios privados', 'I+D (Investigación y Desarrollo)', 'Patentes', 'Impuestos (Corporativos / Suma Alzada)']","['Acelerador flexible (Clark, 1944; Koyck, 1954)', 'Accionistas neutros al riesgo', 'Ajuste diferido', 'Análisis de bienestar', 'Asimetrías de información', 'Capital', 'Capital físico como colateral', 'Capital humano', 'Costo del usuario del capital (user cost of capital)', 'Costos de ajuste', 'Crecimiento de largo plazo', 'Demanda por capital', 'Depreciación (δ)', 'Ecuación de Euler', 'Efecto sustitución', 'Elasticidad de sustitución intertemporal (σ)', 'Empresas', 'ENECO 630 – MACROECONOMÍA I', 'Equilibrio', 'Expectativas', 'Expectativas racionales', 'Función de producción Cobb-Douglas', 'Gasto público', 'Impuestos', 'Impuestos distorsionantes', 'Inversión', 'Inversión empresarial', 'Inversión fija, no residencial', 'Irreversibilidad del capital', 'Jorgenson (1963)', 'Keynes (1936)', 'Keynes, Teoría General', 'Macroeconomía I', 'Modelo AK', 'Modelo de Ramsey', 'Modelo de Solow-Swan', 'Modelo neoclásico (Jorgenson, 1963; Hall y Jorgenson, 1967)', 'Modigliani-Miller (1961)', 'Neutralidad de la tasa corporativa', 'Precios sombra (lambda, nu)', 'Progreso tecnológico', 'Retornos decrecientes', 'Riesgo moral', 'Salario', 'Series de tiempo', 'Teorema de Modigliani-Miller', 'Teoría del acelerador (Clark, 1917)', ""Teoría de la Q (Tobin's q)"", 'Tasa de interés (r)', 'Tasa de retorno declinante']",./data/macroeconomia/2021/Luis Céspedes/Clases/Modelo de aprendizaje por la práctica y desbordamiento.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Teoria,clase,2021,Eduardo Engel,['Series de Tiempo'],"['Trend-Cycle Decomposition', 'Cost of Business Cycles', 'Rational Expectations', 'AR(1)', 'ARMA(1,1)', 'Filtro Hodrick-Prescott (HP Filter)']",./data/macroeconomia/2021/Luis Céspedes/Clases/Modelo de Ramsey de Economía Abierta.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,Teoria,clase,2021,Eduardo Engel,"['Asimetrías de Información', 'Racionamiento del Crédito', 'Riesgo Moral', 'Selección Adversa', 'Contrato de Deuda', 'Colateral', 'Acelerador Financiero', 'Flujo de Caja', 'Inversión']","['Acelerador Financiero (Financial accelerator)', 'Asimetrías de información', 'Bancarrota', 'Capital físico como colateral', 'Contrato de deuda estándar con bancarrota', 'Costos de agencia', 'Flujo de caja (cash flow)', 'Imperfecciones de mercados crediticios', 'Inversión', 'Teorema de Modigliani-Miller']",./data/macroeconomia/2021/Luis Céspedes/Clases/Clases Solow_Swan_Macro_2021.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Teoria,clase,2021,Eduardo Engel,"['Modelo AK', 'Modelo Neoclásico de Inversión', 'Costos de Ajuste (Convexos / No Convexos)', 'Costos Fijos de Ajuste', 'Inversión', 'Stock de Capital', 'Teoría de la q de Tobin', 'Capital Físico', 'Poder de Mercado / Monopolio', 'Equilibrio (Competitivo / Descentralizado)', 'Estado Estacionario', 'Diagramas de Fase', 'Control Óptimo', 'Condición de Transversalidad']","['Teoría del acelerador', 'Costos convexos de ajuste', 'Costos cuadráticos de ajuste', 'Competencia perfecta', 'Retornos decrecientes', 'Modelo neoclásico', ""Teoría de la Q (Tobin's q)"", 'Ecuación de Bellman', 'Hamiltoniano', 'Condición de transversalidad', 'Diagrama de fase', 'Shock de productividad', 'MIT-shocks', 'q-marginal', 'q-medio', 'Hayashi (1982)', 'Summers (1981)', 'Goolsbee (1998)', 'Brainard y Tobin (1968)']",./data/macroeconomia/2021/Luis Céspedes/Clases/Modelo de Ciclos Reales.pdf,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Teoria,clase,2021,Eduardo Engel,"['Ajuste Abultado (Lumpy Adjustment)', 'Costos de Ajuste (Convexos / No Convexos)', 'Costos Fijos de Ajuste', 'Inversión', 'Modelo de Calvo', 'Modelos Ss', 'Stock de Capital']","['Ajuste diferido', 'Ajustes discretos', 'Ajuste abultado', 'Calvo model', 'Costos convexos de ajuste', 'Costos no convexos de ajuste', 'Costos fijos de ajuste', 'Inversión', 'Modelos Ss', 'Modelo de Calvo', 'Irreversibilidad parcial', 'Doms and Dunne (1998)', 'Gourio-Kashyap (JME, 2007)', 'Ramey and Shapiro (JPE, 2001)', 'Rotemberg (1987) Equivalence Result', 'Caballero and Engel (1999)', 'Caballero, Engel y Haltiwanger (1995, BPEA)', 'Reglas Ss', 'Función de probabilidad de ajuste (Λ(x))', 'Ecuación de Bellman']",./data/macroeconomia/2021/Luis Céspedes/Clases/Modelo de Ciclos Reales Parte 2.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Practico,solemne,2021,Eduardo Engel,"['Modelo Ss', 'Costos de Ajuste', 'Costos Fijos de Ajuste', 'Inversión', 'Teoría de la q de Tobin']","['Costos de ajuste', 'Costos no convexos de ajuste', 'q-marginal', 'Modelos Ss', 'Teoría de la q de Tobin']",./data/macroeconomia/2021/Engel/EnsayoSolemne.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Practico,solemne,2021,Eduardo Engel,"['Ahorro por Precaución', 'Descuento Hiperbólico (Present Bias)', 'Restricciones de Liquidez', 'Suavizamiento del Consumo', 'Hipótesis del Ingreso Permanente (PIH)', 'Teoría del Ciclo de Vida (LCT)']","['Ahorro por precaución', 'Descuento hiperbólico', 'Restricciones de Liquidez', 'Activos ilíquidos', 'Teorías de consumo', 'Modelo del colchón de ahorro (buffer stock saving)', 'Retiros de las AFP']",./data/macroeconomia/2021/Engel/ENUNCIADO_solemne_macro_I_2021.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Practico,clase,2021,Eduardo Engel,"['Modelo de q de Tobin', 'Costos de Ajuste', 'Stock de Capital', 'Inversión', 'Subsidios']","['Modelo de q de Tobin', 'Costos cuadráticos de ajuste', 'Subsidio a la inversión', 'Costo de usuario del capital', 'Diagrama de fase', 'Estado estacionario']",./data/macroeconomia/2021/Engel/PPTS/Series de Tiempo 1.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Practico,clase,2021,Eduardo Engel,"['Equivalencia Ricardiana', 'Ahorro por Precaución', 'CAPM-Consumo', 'Suavizamiento del Consumo', 'Tasa de Ahorro', 'Consumo']","['Equivalencia cierta', 'Ahorro por precaución', 'función de utilidad CARA', 'Modelo de equivalencia cierta', 'Ecuación de Euler', 'procesos ARIMA', 'AR(1)', 'consumo óptimo', 'Ecuación de Bellman', 'Teorías de consumo', 'riqueza financiera', 'incremento del consumo']",./data/macroeconomia/2021/Engel/PPTS/Inversion 1.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Practico,clase,2021,Eduardo Engel,[],"['Procesos ARIMA', 'Series de tiempo', 'Filtro Hodrick-Prescott (HP Filter)', 'Estacionariedad', 'Estacionariedad débil / Covariance stationary', 'Camino aleatorio (Random Walk)', 'Tendencia y ciclo (Trend-Cycle Decomposition)', 'AR(1)', 'AR(p)', 'Proceso Gaussian']",./data/macroeconomia/2021/Engel/PPTS/Series de Tiempo 2.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Teoria,clase,2021,No encontrado,"['Ahorro por Precaución', 'CAPM-Consumo', 'Consumo', 'Equivalencia Ricardiana', 'Restricciones de Liquidez', 'Suavizamiento del Consumo', 'Tasa de Ahorro']","['Ahorro', 'Ahorro por precaución', 'Activos financieros', 'Ajuste diferido', 'Agentes optimizantes', 'Análisis de bienestar', 'Asimetrías de información', 'Aversión relativa al riesgo', 'Bienes intermedios', 'Bono libre de riesgo', 'Capital', 'Capital humano', 'Costo del usuario del capital', 'Costos de ajuste', 'Crecimiento del consumo', 'Crecimiento endógeno', 'Consumo óptimo', 'Consumo per cápita', 'Consumo y finanzas', 'Consumo y PIB', 'Consumo y seguro', 'Convergencia', 'Convergencia absoluta', 'Convergencia condicional', 'Ecuación de Euler', 'Equilibrio', 'Expectativas racionales', 'Función de utilidad', 'Gasto público', 'Impuestos', 'Ingreso permanente', 'Inversión', 'Modelo AK', 'Modelo de Ramsey', 'Modelo de Solow-Swan', 'Modelo neoclásico', 'Procesos ARIMA', 'Series de tiempo', 'Teoría del ciclo de vida', 'Teoría del acelerador', 'Teoría de la q de Tobin', 'Tasa de interés', 'Tasa de crecimiento', 'Volatilidad', 'Camino aleatorio', 'Condición de transversalidad', 'Condiciones de Inada', 'Equilibrio competitivo', 'Estado estacionario', 'Filtro Hodrick-Prescott', 'Función de impulso-respuesta', 'Operador de rezago', 'Propensión Marginal a Consumir']",./data/macroeconomia/2021/Engel/PPTS/Inversion 4.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Teoria,clase,2021,No encontrado,"['Suavizamiento de Impuestos', 'Teoría de la q de Tobin', 'Costos de Ajuste', 'Inversión', 'Stock de Capital', 'Estado Estacionario', 'Diagramas de Fase']","['Modelo neoclásico', 'Costos de ajuste', 'Estado estacionario', 'Teoría de la q de Tobin', 'Subsidio a la inversión', 'Diagramas de fase', 'Capital', 'Inversión', 'Costos externos de ajuste']",./data/macroeconomia/2021/Engel/PPTS/Consumo.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Practico,clase,2021,No encontrado,['Filtro Hodrick-Prescott (HP)'],"['Series de tiempo', 'Filtro Hodrick-Prescott (HP Filter)']",./data/macroeconomia/2021/Engel/PPTS/Inversion 2.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110,Teoria,clase,2021,No encontrado,"['Costos de Ajuste', 'Modelo Neoclásico de Inversión', 'Inversión', 'Stock de Capital', 'Teoría de la q de Tobin', 'Capital Físico']","['Función de Impulso-Respuesta (IRF)', 'Costos de Ajuste', 'Costos no convexos de ajuste', ""Teoría de la Q (Tobin's q)"", 'Ajuste diferido', 'Ajustes discretos', 'Asimetrías de información', 'Capital físico como colateral', 'Capital', 'Inversión', 'Flujo de caja (cash flow)', 'Agentes optimizantes', 'Accionistas neutros al riesgo', 'Modelo neoclásico (Jorgenson, 1963; Hall y Jorgenson, 1967)', 'q-marginal', 'q promedio', 'Modelos Ss', 'Rango de inacción (inaction range)', 'Reglas Ss']",./data/macroeconomia/2021/Engel/PPTS/Inversion 3.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
